,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
15388,Apartamento,Tijuca,3,0,0,80,1300.0,748.0,75.0
15395,Apartamento,Barra da Tijuca,2,1,1,98,2900.0,1080.0,270.0
15396,Apartamento,Flamengo,1,0,0,50,1700.0,360.0,0.0
15399,Apartamento,Copacabana,3,2,0,156,5000.0,1600.0,320.0
15400,Apartamento,Campo Grande,3,0,0,58,800.0,270.0,0.0
15403,Apartamento,Santa Teresa,3,0,1,100,2250.0,420.0,50.0
15404,Apartamento,Pechincha,2,0,0,51,1200.0,650.0,60.0
15405,Apartamento,São Conrado,3,2,3,196,8000.0,2874.0,1048.0
15406,Apartamento,Copacabana,4,0,0,156,4000.0,2050.0,300.0
15407,Apartamento,Leblon,3,2,1,140,6500.0,3990.0,438.0
15408,Apartamento,Recreio dos Bandeirantes,3,2,1,95,1900.0,583.0,197.0
15409,Apartamento,Ipanema,3,1,2,120,7000.0,800.0,210.0
15412,Apartamento,Tijuca,2,0,0,70,1900.0,250.0,60.0
15415,Apartamento,Catete,2,0,1,71,2000.0,725.0,0.0
15416,Apartamento,Engenho da Rainha,2,1,0,55,1000.0,560.0,0.0
15417,Apartamento,Barra da Tijuca,2,1,1,90,4000.0,2597.0,0.0
15418,Apartamento,São Francisco Xavier,3,0,1,73,1500.0,300.0,0.0
15420,Apartamento,Recreio dos Bandeirantes,3,2,1,101,2800.0,950.0,120.0
15424,Apartamento,Méier,2,0,0,64,1100.0,685.0,0.0
15425,Apartamento,Barra da Tijuca,4,2,2,168,4700.0,2060.0,510.0
15426,Apartamento,Barra da Tijuca,4,2,4,192,6990.0,2400.0,505.0
15427,Apartamento,Ipanema,2,1,1,140,6500.0,1800.0,500.0
15428,Apartamento,Leme,1,0,0,32,1500.0,550.0,58.0
15430,Apartamento,Tijuca,1,1,1,40,1000.0,594.0,0.0
15432,Apartamento,Leblon,3,1,0,100,6000.0,1711.0,213.0
15434,Apartamento,Leblon,2,1,0,77,4000.0,1133.0,2000.0
15435,Apartamento,Tijuca,1,0,0,58,1100.0,408.0,0.0
15436,Apartamento,Barra da Tijuca,2,2,0,60,1400.0,790.0,0.0
15437,Apartamento,Barra da Tijuca,2,1,1,80,1800.0,1360.0,340.0
15438,Apartamento,Ipanema,3,1,0,118,5000.0,1542.0,247.0
15439,Apartamento,Ipanema,2,1,0,75,2900.0,750.0,162.0
15440,Apartamento,Camorim,3,1,1,75,1700.0,600.0,80.0
15442,Apartamento,Flamengo,3,1,1,224,5400.0,1743.0,621.0
15443,Apartamento,Copacabana,3,1,0,120,3200.0,1600.0,280.0
15444,Apartamento,Copacabana,3,0,1,130,3500.0,1000.0,220.0
15445,Apartamento,Barra da Tijuca,1,1,0,64,1600.0,960.0,180.0
15448,Apartamento,Barra da Tijuca,3,2,2,290,4500.0,3988.0,688.0
15449,Apartamento,Engenho Novo,2,1,0,60,1000.0,400.0,0.0
15450,Apartamento,Riachuelo,2,1,0,54,800.0,575.0,14.0
15451,Apartamento,Jacarepaguá,3,1,1,100,2400.0,1400.0,0.0
15452,Apartamento,Grajaú,3,2,1,99,2300.0,820.0,0.0
15453,Apartamento,Barra da Tijuca,2,1,1,80,2300.0,1000.0,0.0
15454,Apartamento,Tijuca,3,1,1,149,2500.0,1100.0,0.0
15455,Apartamento,Urca,2,0,0,65,2700.0,715.0,126.0
15460,Apartamento,Méier,2,0,0,46,800.0,150.0,16.0
15462,Apartamento,Engenho Novo,2,1,1,65,1200.0,500.0,39.0
15463,Apartamento,Copacabana,3,0,1,160,3900.0,726.0,122.0
15465,Apartamento,Copacabana,4,0,0,130,3000.0,1043.0,771.0
15466,Apartamento,Copacabana,3,2,2,160,7000.0,1200.0,2000.0
15468,Apartamento,Freguesia (Jacarepaguá),3,1,1,96,2000.0,610.0,115.0
15470,Apartamento,Santa Teresa,2,0,0,60,1500.0,412.0,0.0
15472,Apartamento,Flamengo,3,0,0,140,3100.0,1160.0,237.0
15475,Apartamento,Flamengo,1,1,1,120,3200.0,2200.0,357.0
15478,Apartamento,Botafogo,3,2,1,157,4400.0,1950.0,364.0
15481,Apartamento,Ipanema,3,1,1,160,6500.0,2500.0,417.0
15486,Apartamento,Campo Grande,2,0,0,55,800.0,60.0,0.0
15487,Apartamento,Vila da Penha,1,0,0,37,700.0,50.0,0.0
15488,Apartamento,Copacabana,3,2,1,255,7000.0,2100.0,360.0
15491,Apartamento,Lagoa,2,2,2,160,5800.0,2505.0,430.0
15492,Apartamento,Ipanema,3,1,1,102,8500.0,1170.0,337.0
15493,Apartamento,Ipanema,2,1,1,140,6500.0,1800.0,500.0
15497,Apartamento,Jacarepaguá,2,1,0,75,1300.0,580.0,75.0
15498,Apartamento,Vaz Lobo,2,0,0,65,600.0,350.0,1.0
15502,Apartamento,Copacabana,3,1,1,200,8500.0,1296.0,305.0
15504,Apartamento,Rio Comprido,3,1,0,110,2000.0,500.0,0.0
15506,Apartamento,Barra da Tijuca,3,2,1,220,5900.0,2800.0,800.0
15507,Apartamento,Bonsucesso,2,0,0,64,1000.0,415.0,0.0
15509,Apartamento,Laranjeiras,3,1,1,93,3000.0,1500.0,0.0
15511,Apartamento,Engenho Novo,2,0,0,86,1500.0,280.0,75.0
15512,Apartamento,Copacabana,3,1,0,90,3900.0,1000.0,1.0
15514,Apartamento,Barra da Tijuca,4,3,4,198,6000.0,2000.0,5000.0
15515,Apartamento,Jardim Guanabara,2,1,0,65,1300.0,540.0,0.0
15517,Apartamento,Leblon,3,1,0,100,4000.0,1373.0,195.0
15519,Apartamento,Leblon,3,1,0,142,7000.0,1700.0,582.0
15521,Apartamento,Tijuca,3,1,0,100,2300.0,766.0,0.0
15526,Apartamento,Laranjeiras,2,1,0,82,2200.0,710.0,0.0
15528,Apartamento,Copacabana,4,0,1,200,4500.0,1939.0,3300.0
15529,Apartamento,Recreio dos Bandeirantes,4,2,3,122,2391.0,1200.0,0.0
15530,Apartamento,Riachuelo,3,1,1,89,1450.0,404.0,150.0
15532,Apartamento,Leblon,3,1,1,100,5900.0,1200.0,0.0
15533,Apartamento,Lagoa,2,1,1,90,3500.0,1330.0,305.0
15537,Apartamento,Barra da Tijuca,1,2,1,124,3400.0,980.0,316.0
15540,Apartamento,Botafogo,2,1,1,75,3600.0,712.0,181.0
15542,Apartamento,Botafogo,3,0,0,65,2500.0,645.0,126.0
15546,Apartamento,Engenho de Dentro,2,1,0,65,1100.0,410.0,150.0
15547,Apartamento,Taquara,2,1,0,62,900.0,260.0,0.0
15549,Apartamento,Santa Teresa,1,0,0,51,1300.0,284.0,0.0
15554,Apartamento,Botafogo,3,1,1,45,5700.0,1340.0,348.0
15562,Apartamento,Barra da Tijuca,3,2,1,175,4000.0,1604.0,3600.0
15563,Apartamento,Ramos,3,0,0,80,1100.0,350.0,0.0
15564,Apartamento,Copacabana,3,2,1,156,3500.0,1706.0,356.0
15566,Apartamento,Copacabana,2,0,0,90,2380.0,722.0,198.0
15568,Apartamento,Méier,2,1,0,60,1000.0,480.0,230.0
15569,Apartamento,Recreio dos Bandeirantes,2,1,1,68,1900.0,850.0,870.0
15570,Apartamento,Copacabana,4,1,2,300,7500.0,2200.0,862.0
15571,Apartamento,Botafogo,2,1,1,86,2600.0,980.0,0.0
15575,Apartamento,Ipanema,2,0,0,72,3300.0,670.0,0.0
15576,Apartamento,Copacabana,3,0,0,94,2150.0,1200.0,227.0
15577,Apartamento,Copacabana,3,1,1,110,5000.0,1160.0,125.0
15579,Apartamento,Vila Isabel,2,1,0,45,1500.0,760.0,22.0
15583,Apartamento,Ipanema,1,0,0,60,2800.0,700.0,78.0
15586,Apartamento,Ipanema,3,1,1,160,4500.0,1200.0,135.0
15587,Apartamento,Jardim Botânico,3,1,0,120,3300.0,924.0,216.0
15588,Apartamento,Jardim Guanabara,2,1,0,65,1800.0,500.0,20.0
15589,Apartamento,Quintino Bocaiúva,2,0,0,45,700.0,129.0,78.0
15590,Apartamento,Recreio dos Bandeirantes,2,1,2,65,1300.0,796.0,143.0
15593,Apartamento,Lagoa,2,1,1,96,4500.0,960.0,290.0
15594,Apartamento,Lagoa,1,1,0,43,2400.0,1500.0,167.0
15595,Apartamento,Barra da Tijuca,2,1,1,115,5000.0,2640.0,573.0
15597,Apartamento,Tijuca,2,1,1,90,1900.0,1050.0,108.0
15598,Apartamento,Copacabana,1,0,0,22,1600.0,450.0,0.0
15603,Apartamento,Laranjeiras,3,0,0,115,2600.0,750.0,193.0
15607,Apartamento,Lagoa,2,1,0,110,3800.0,1057.0,439.0
15608,Apartamento,Leme,1,0,0,32,2000.0,558.0,569.0
15609,Apartamento,Freguesia (Jacarepaguá),3,1,1,105,2100.0,700.0,155.0
15612,Apartamento,Copacabana,3,1,0,100,4500.0,1350.0,350.0
15613,Apartamento,Copacabana,2,0,0,79,2800.0,830.0,113.0
15614,Apartamento,Ipanema,2,1,0,98,3800.0,1870.0,238.0
15615,Apartamento,Jacarepaguá,2,1,1,76,2800.0,704.0,0.0
15617,Apartamento,Copacabana,2,0,0,80,3200.0,470.0,183.0
15619,Apartamento,Recreio dos Bandeirantes,3,3,2,400,4500.0,700.0,0.0
15621,Apartamento,Tijuca,2,0,0,75,1350.0,400.0,21.0
15622,Apartamento,Copacabana,3,0,0,80,3000.0,600.0,160.0
15625,Apartamento,Ipanema,1,2,1,91,5200.0,2605.0,592.0
15626,Apartamento,Tanque,1,0,0,45,750.0,75.0,0.0
15628,Apartamento,Copacabana,1,0,0,28,1600.0,470.0,29.0
15630,Apartamento,Flamengo,3,1,0,100,4200.0,770.0,267.0
15634,Apartamento,Copacabana,1,0,0,60,2000.0,560.0,132.0
15636,Apartamento,Barra da Tijuca,3,2,2,145,3500.0,1500.0,380.0
15637,Apartamento,Barra da Tijuca,4,3,2,240,7000.0,2056.0,441.0
15638,Apartamento,Barra da Tijuca,2,1,1,65,2200.0,1170.0,130.0
15640,Apartamento,Botafogo,3,2,1,110,4000.0,1200.0,230.0
15644,Apartamento,Recreio dos Bandeirantes,5,2,4,330,4200.0,1200.0,9600.0
15645,Apartamento,Barra da Tijuca,4,2,1,146,4900.0,1800.0,350.0
15658,Apartamento,Botafogo,2,1,1,103,5700.0,1310.0,349.0
15660,Apartamento,São Conrado,4,3,1,200,7000.0,2200.0,500.0
15661,Apartamento,Botafogo,1,0,0,60,1950.0,710.0,100.0
15662,Apartamento,Leblon,3,0,0,110,4500.0,500.0,0.0
15663,Apartamento,Ipanema,2,1,1,75,5300.0,852.0,180.0
15667,Apartamento,Recreio dos Bandeirantes,2,1,0,85,2000.0,650.0,930.0
15668,Apartamento,Barra da Tijuca,2,1,1,83,2300.0,1100.0,210.0
15669,Apartamento,Ipanema,2,1,0,100,4500.0,770.0,940.0
15671,Apartamento,Laranjeiras,2,1,1,60,1800.0,1150.0,132.0
15672,Apartamento,Laranjeiras,2,1,0,65,1700.0,1250.0,240.0
15674,Apartamento,Rio Comprido,3,1,0,92,1600.0,380.0,68.0
15675,Apartamento,Barra da Tijuca,3,2,2,200,8000.0,2800.0,0.0
15679,Apartamento,Barra da Tijuca,3,1,1,143,3500.0,1750.0,340.0
15683,Apartamento,Laranjeiras,1,2,0,82,3000.0,1391.0,130.0
15685,Apartamento,Copacabana,2,2,2,88,5500.0,1300.0,0.0
15688,Apartamento,Recreio dos Bandeirantes,3,3,2,400,4000.0,750.0,0.0
15689,Apartamento,Recreio dos Bandeirantes,2,2,1,84,2500.0,624.0,156.0
15691,Apartamento,São Conrado,4,0,0,180,7000.0,2500.0,335.0
15692,Apartamento,Lagoa,2,1,0,81,3800.0,770.0,120.0
15694,Apartamento,Recreio dos Bandeirantes,2,1,1,73,1300.0,950.0,120.0
15698,Apartamento,Copacabana,1,0,0,35,2400.0,750.0,0.0
15699,Apartamento,Barra da Tijuca,3,2,1,117,3500.0,1705.0,319.0
15702,Apartamento,Humaitá,3,0,1,100,2800.0,1560.0,105.0
15704,Apartamento,Barra da Tijuca,3,3,2,214,8000.0,2500.0,0.0
15706,Apartamento,Catete,1,1,1,44,2100.0,520.0,55.0
15707,Apartamento,Grajaú,2,1,1,97,2000.0,796.0,105.0
15708,Apartamento,Recreio dos Bandeirantes,2,2,1,85,2500.0,1500.0,380.0
15709,Apartamento,Copacabana,3,1,0,200,3500.0,1300.0,215.0
15710,Apartamento,Ipanema,3,1,0,120,5000.0,1700.0,179.0
15712,Apartamento,Copacabana,2,0,0,85,2800.0,702.0,201.0
15713,Apartamento,Copacabana,2,1,0,72,2500.0,750.0,0.0
15714,Apartamento,Ipanema,3,1,1,120,9000.0,1800.0,463.0
15716,Apartamento,Recreio dos Bandeirantes,2,1,2,74,2500.0,1350.0,126.0
15717,Apartamento,Leme,2,0,1,85,3000.0,750.0,164.0
15718,Apartamento,Grajaú,2,1,0,70,1500.0,700.0,0.0
15720,Apartamento,Barra da Tijuca,3,3,1,205,5500.0,2400.0,5905.0
15724,Apartamento,Laranjeiras,2,1,1,85,2900.0,850.0,186.0
15726,Apartamento,Vila Isabel,3,1,0,70,1700.0,130.0,68.0
15728,Apartamento,Tijuca,2,0,0,66,1300.0,645.0,25.0
15730,Apartamento,Anil,3,2,1,76,1600.0,700.0,14.0
15736,Apartamento,Recreio dos Bandeirantes,2,1,1,82,2000.0,740.0,170.0
15738,Apartamento,Leme,4,1,1,250,6800.0,1950.0,300.0
15743,Apartamento,Barra da Tijuca,2,1,1,64,2800.0,950.0,140.0
15750,Apartamento,Tijuca,1,0,1,33,900.0,460.0,25.0
15751,Apartamento,Barra da Tijuca,4,3,3,160,8500.0,2300.0,345.0
15753,Apartamento,Jardim Botânico,3,0,1,89,2200.0,1250.0,160.0
15754,Apartamento,Ipanema,3,1,1,140,7200.0,2900.0,500.0
15755,Apartamento,Barra da Tijuca,1,1,0,56,1500.0,1020.0,0.0
15756,Apartamento,Freguesia (Jacarepaguá),3,1,1,72,1800.0,680.0,114.0
15758,Apartamento,Flamengo,4,1,2,360,5900.0,2450.0,733.0
15759,Apartamento,Centro,1,0,0,35,900.0,517.0,25.0
15761,Apartamento,Curicica,2,1,0,62,1100.0,550.0,50.0
15762,Apartamento,Barra da Tijuca,2,2,1,145,2600.0,1500.0,0.0
15763,Apartamento,Copacabana,2,1,1,120,5500.0,1250.0,166.0
15764,Apartamento,Barra da Tijuca,3,3,1,118,6000.0,2900.0,4500.0
15766,Apartamento,Barra da Tijuca,3,2,1,86,2800.0,1365.0,231.0
15767,Apartamento,Humaitá,2,1,1,97,4000.0,1200.0,120.0
15770,Apartamento,Pechincha,2,1,0,50,1200.0,425.0,150.0
15771,Apartamento,Recreio dos Bandeirantes,2,1,1,83,1800.0,1600.0,120.0
15773,Apartamento,Ipanema,2,2,1,153,8000.0,1321.0,278.0
15776,Apartamento,Barra da Tijuca,2,2,1,104,4800.0,1994.0,651.0
15777,Apartamento,Barra da Tijuca,3,2,0,165,4500.0,1235.0,450.0
15778,Apartamento,Maracanã,3,2,1,140,2200.0,1200.0,0.0
15781,Apartamento,Leme,2,0,0,75,2500.0,878.0,0.0
15783,Apartamento,Copacabana,2,0,0,88,2300.0,1100.0,100.0
15784,Apartamento,Flamengo,3,1,0,85,3000.0,1250.0,185.0
15786,Apartamento,Ipanema,2,1,1,80,7000.0,2500.0,390.0
15788,Apartamento,Botafogo,3,2,1,107,4800.0,1227.0,0.0
15789,Apartamento,Ipanema,2,1,0,73,3300.0,2500.0,0.0
15791,Apartamento,Ipanema,3,2,1,140,7000.0,2200.0,387.0
15792,Apartamento,Tijuca,2,1,1,85,3200.0,656.0,181.0
15795,Apartamento,Grajaú,2,0,0,65,1200.0,540.0,0.0
15796,Apartamento,Lagoa,3,2,3,146,7500.0,3036.0,611.0
15801,Apartamento,Vila Isabel,3,0,0,90,1700.0,400.0,0.0
15802,Apartamento,Recreio dos Bandeirantes,2,1,1,80,2300.0,900.0,0.0
15804,Apartamento,Copacabana,3,1,1,230,6500.0,2000.0,300.0
15808,Apartamento,Barra da Tijuca,4,3,3,160,8600.0,2300.0,250.0
15809,Apartamento,Flamengo,1,0,0,40,1600.0,555.0,54.0
15812,Apartamento,Quintino Bocaiúva,1,0,0,50,1100.0,145.0,0.0
15813,Apartamento,Copacabana,3,1,1,200,6200.0,2250.0,695.0
15817,Apartamento,Copacabana,2,1,2,108,6500.0,601.0,447.0
15819,Apartamento,Anil,2,1,0,60,1200.0,470.0,0.0
15820,Apartamento,Leblon,3,1,0,122,6200.0,1328.0,0.0
15823,Apartamento,Barra da Tijuca,3,2,3,160,5000.0,1500.0,0.0
15824,Apartamento,Botafogo,2,1,0,60,3000.0,550.0,0.0
15825,Apartamento,Madureira,1,0,0,50,750.0,200.0,0.0
15827,Apartamento,Recreio dos Bandeirantes,4,3,2,190,2200.0,1547.0,290.0
15830,Apartamento,Vila Isabel,3,1,0,98,1800.0,350.0,78.0
15832,Apartamento,Barra da Tijuca,2,1,1,70,2100.0,753.0,0.0
15833,Apartamento,Laranjeiras,2,0,0,75,2400.0,700.0,88.0
15834,Apartamento,Tijuca,1,1,0,50,1650.0,577.0,453.0
15839,Apartamento,Tijuca,3,0,1,100,1400.0,400.0,0.0
15843,Apartamento,Copacabana,2,0,1,110,3000.0,800.0,133.0
15844,Apartamento,Barra da Tijuca,4,3,2,217,6000.0,2600.0,735.0
15845,Apartamento,Rocha,3,1,0,79,1400.0,560.0,0.0
15846,Apartamento,Ipanema,3,2,1,150,6600.0,1700.0,324.0
15850,Apartamento,Copacabana,4,2,2,279,3150.0,2093.0,453.0
15852,Apartamento,Flamengo,3,1,0,200,5500.0,1800.0,420.0
15853,Apartamento,Barra da Tijuca,2,0,1,100,2700.0,1000.0,230.0
15856,Apartamento,Recreio dos Bandeirantes,3,2,1,106,2100.0,383.0,160.0
15857,Apartamento,Barra da Tijuca,3,3,1,167,3900.0,1600.0,373.0
15858,Apartamento,Flamengo,2,1,0,78,2500.0,550.0,130.0
15861,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1600.0,600.0,120.0
15866,Apartamento,Copacabana,2,0,0,60,2200.0,680.0,78.0
15867,Apartamento,Botafogo,2,1,1,92,3500.0,1000.0,228.0
15869,Apartamento,Copacabana,2,0,0,75,2600.0,605.0,88.0
15871,Apartamento,Copacabana,3,1,0,190,4000.0,1785.0,305.0
15874,Apartamento,Taquara,2,1,1,60,1600.0,450.0,0.0
15877,Apartamento,Barra da Tijuca,3,2,3,127,3500.0,1850.0,350.0
15878,Apartamento,Barra da Tijuca,2,1,1,70,3000.0,858.0,150.0
15880,Apartamento,Lagoa,3,1,1,100,2900.0,480.0,200.0
15881,Apartamento,Ipanema,3,1,0,126,6000.0,1667.0,590.0
15883,Apartamento,Gávea,3,0,1,120,2700.0,880.0,238.0
15888,Apartamento,Barra da Tijuca,2,2,1,100,2200.0,1733.0,234.0
15890,Apartamento,Rio Comprido,2,1,0,88,1200.0,693.0,0.0
15892,Apartamento,Recreio dos Bandeirantes,4,6,3,630,7500.0,1535.0,12785.0
15902,Apartamento,Botafogo,3,1,1,101,5600.0,1300.0,341.0
15904,Apartamento,Copacabana,2,1,1,100,3500.0,1260.0,0.0
15905,Apartamento,Freguesia (Jacarepaguá),2,1,0,65,1200.0,650.0,76.0
15906,Apartamento,Copacabana,1,0,0,50,1800.0,590.0,28.0
15908,Apartamento,Leblon,3,1,0,118,4500.0,2000.0,371.0
15909,Apartamento,Recreio dos Bandeirantes,3,2,1,75,2000.0,460.0,0.0
15911,Apartamento,Barra da Tijuca,3,2,1,250,4500.0,1250.0,624.0
15913,Apartamento,Riachuelo,2,1,0,60,1200.0,350.0,126.0
15914,Apartamento,Barra da Tijuca,4,3,0,230,9800.0,3332.0,381.0
15916,Apartamento,Tijuca,2,2,1,95,2500.0,700.0,230.0
15922,Apartamento,Portuguesa,3,1,0,62,1200.0,380.0,12.0
15924,Apartamento,Glória,3,0,1,120,3900.0,838.0,168.0
15926,Apartamento,Leme,1,0,0,38,2300.0,852.0,30.0
15927,Apartamento,Freguesia (Jacarepaguá),3,1,1,93,2000.0,781.0,132.0
15928,Apartamento,Jardim Botânico,2,2,1,95,4000.0,1170.0,0.0
15929,Apartamento,Tijuca,4,2,1,188,2000.0,2000.0,309.0
15933,Apartamento,Centro,1,0,0,26,750.0,400.0,0.0
15934,Apartamento,Leblon,2,2,1,162,7000.0,2500.0,0.0
15936,Apartamento,Ipanema,3,1,1,100,6000.0,1200.0,210.0
15937,Apartamento,Ipanema,2,0,0,85,2500.0,900.0,0.0
15938,Apartamento,Vila Isabel,2,1,1,76,1700.0,597.0,0.0
15939,Apartamento,Barra da Tijuca,2,1,0,51,1300.0,470.0,40.0
15940,Apartamento,Jardim Guanabara,3,1,2,110,2700.0,500.0,0.0
15943,Apartamento,Barra da Tijuca,3,2,1,115,3250.0,1500.0,150.0
15944,Apartamento,Botafogo,4,1,1,163,4500.0,707.0,280.0
15945,Apartamento,Jardim Botânico,2,1,0,95,4000.0,1170.0,0.0
15947,Apartamento,Botafogo,2,1,1,72,3350.0,670.0,178.0
15949,Apartamento,Lagoa,4,3,1,255,8500.0,2529.0,490.0
15950,Apartamento,Botafogo,1,1,0,45,2400.0,780.0,0.0
15951,Apartamento,Freguesia (Jacarepaguá),3,2,1,132,1800.0,1100.0,634.0
15952,Apartamento,Recreio dos Bandeirantes,2,1,1,70,1800.0,696.0,120.0
15953,Apartamento,Humaitá,1,0,1,34,1600.0,410.0,0.0
15954,Apartamento,Barra da Tijuca,2,1,1,100,3800.0,1700.0,310.0
15955,Apartamento,Madureira,3,1,1,90,1200.0,500.0,60.0
15956,Apartamento,Lagoa,3,2,1,144,4500.0,2245.0,647.0
15958,Apartamento,Santa Teresa,2,0,0,33,1200.0,379.0,135.0
15959,Apartamento,Vila Valqueire,2,1,0,63,1500.0,455.0,0.0
15960,Apartamento,Barra da Tijuca,2,0,1,78,3000.0,1263.0,0.0
15962,Apartamento,Barra da Tijuca,4,2,1,160,3800.0,1800.0,600.0
15965,Apartamento,Leblon,3,1,1,83,5000.0,1223.0,373.0
15967,Apartamento,Recreio dos Bandeirantes,2,0,0,80,1800.0,890.0,129.0
15970,Apartamento,Ipanema,3,2,0,101,3800.0,1514.0,364.0
15972,Apartamento,Barra da Tijuca,2,1,1,65,2200.0,670.0,0.0
15974,Apartamento,Jardim Guanabara,2,1,0,56,1500.0,360.0,0.0
15975,Apartamento,Flamengo,2,1,0,110,2800.0,1223.0,200.0
15976,Apartamento,Copacabana,3,1,0,100,4500.0,1350.0,350.0
15983,Apartamento,Recreio dos Bandeirantes,3,2,1,120,2000.0,365.0,167.0
15986,Apartamento,Recreio dos Bandeirantes,3,1,1,84,2300.0,1000.0,175.0
15987,Apartamento,Recreio dos Bandeirantes,2,1,2,74,2500.0,1350.0,125.0
15988,Apartamento,Irajá,2,0,0,50,800.0,100.0,0.0
15989,Apartamento,Jardim Botânico,1,0,0,45,2200.0,300.0,0.0
15991,Apartamento,Ipanema,2,0,0,50,2900.0,586.0,130.0
15992,Apartamento,Barra da Tijuca,2,1,1,70,1900.0,1300.0,0.0
15993,Apartamento,Vila Isabel,2,1,0,138,2000.0,590.0,230.0
15994,Apartamento,Copacabana,2,1,0,81,2500.0,810.0,91.0
15995,Apartamento,Barra da Tijuca,1,2,0,55,1900.0,1000.0,0.0
15996,Apartamento,Recreio dos Bandeirantes,3,2,1,177,1600.0,1290.0,350.0
15999,Apartamento,Leblon,1,1,1,92,4000.0,1232.0,0.0
16002,Apartamento,Recreio dos Bandeirantes,2,1,2,75,1700.0,1020.0,170.0
16004,Apartamento,Laranjeiras,2,0,0,65,1500.0,500.0,25.0
16005,Apartamento,Barra da Tijuca,2,1,1,184,2700.0,1800.0,345.0
16007,Apartamento,Jardim Oceânico,3,2,1,150,3500.0,1689.0,518.0
16008,Apartamento,Madureira,3,1,0,82,1100.0,550.0,28.0
16014,Apartamento,Barra da Tijuca,1,1,0,71,1800.0,800.0,0.0
16018,Apartamento,Tijuca,2,1,0,70,1700.0,528.0,92.0
16020,Apartamento,Barra da Tijuca,2,3,2,100,9000.0,3982.0,467.0
16021,Apartamento,Barra da Tijuca,1,1,1,66,2000.0,1300.0,0.0
16025,Apartamento,São Conrado,4,3,2,460,9500.0,9700.0,9.0
16026,Apartamento,Leblon,3,3,1,130,8600.0,1300.0,500.0
16030,Apartamento,Copacabana,2,0,0,62,2500.0,709.0,97.0
16031,Apartamento,Leme,3,0,0,91,3300.0,804.0,1543.0
16032,Apartamento,Flamengo,1,0,0,50,2200.0,426.0,73.0
16034,Apartamento,Gávea,2,1,0,63,2800.0,678.0,138.0
16035,Apartamento,Glória,1,0,0,47,1150.0,500.0,25.0
16041,Apartamento,Tijuca,2,1,0,71,1500.0,660.0,555.0
16051,Apartamento,Cachambi,2,1,0,60,900.0,550.0,0.0
16052,Apartamento,Botafogo,2,0,0,64,2400.0,690.0,75.0
16053,Apartamento,Copacabana,2,1,0,75,3600.0,740.0,80.0
16056,Apartamento,Barra da Tijuca,2,1,1,80,3900.0,1000.0,140.0
16059,Apartamento,Curicica,3,1,1,70,1600.0,600.0,80.0
16060,Apartamento,Recreio dos Bandeirantes,3,3,2,188,4500.0,683.0,4335.0
16061,Apartamento,Copacabana,3,2,1,231,7000.0,1500.0,433.0
16062,Apartamento,São Francisco Xavier,2,1,0,70,1500.0,450.0,350.0
16066,Apartamento,Copacabana,2,1,0,197,4000.0,1000.0,0.0
16067,Apartamento,Barra da Tijuca,3,2,1,120,6000.0,2100.0,580.0
16075,Apartamento,Ipanema,2,1,2,80,5500.0,1000.0,2530.0
16078,Apartamento,Copacabana,1,0,0,50,1650.0,550.0,0.0
16079,Apartamento,Flamengo,1,0,0,40,2000.0,580.0,80.0
16083,Apartamento,Copacabana,4,0,4,150,8000.0,1368.0,200.0
16084,Apartamento,Campo Grande,2,1,0,65,700.0,240.0,0.0
16089,Apartamento,Ipanema,3,2,1,160,6500.0,2380.0,420.0
16091,Apartamento,Barra da Tijuca,2,2,2,70,3500.0,1400.0,0.0
16094,Apartamento,Méier,1,0,0,35,1100.0,200.0,35.0
16095,Apartamento,Tauá,1,0,0,40,1150.0,80.0,20.0
16097,Apartamento,Leblon,3,2,1,140,5000.0,3990.0,582.0
16099,Apartamento,Cachambi,1,0,0,35,600.0,274.0,22.0
16100,Apartamento,Copacabana,1,0,0,25,1500.0,537.0,0.0
16103,Apartamento,Tijuca,2,0,0,60,1450.0,250.0,47.0
16104,Apartamento,Lagoa,4,2,1,180,8000.0,2000.0,1000.0
16106,Apartamento,Leme,2,0,0,75,2800.0,918.0,0.0
16107,Apartamento,Jardim Guanabara,2,1,0,56,1000.0,363.0,20.0
16109,Apartamento,Copacabana,3,1,1,170,3200.0,1600.0,369.0
16112,Apartamento,Copacabana,1,0,0,50,1600.0,600.0,25.0
16115,Apartamento,Copacabana,1,0,0,20,1300.0,335.0,30.0
16116,Apartamento,Barra da Tijuca,3,0,1,121,5000.0,2483.0,3674.0
16117,Apartamento,Jacarepaguá,3,1,1,70,2000.0,740.0,144.0
16119,Apartamento,Laranjeiras,1,0,0,41,1500.0,609.0,0.0
16120,Apartamento,Flamengo,1,0,0,27,1000.0,366.0,25.0
16123,Apartamento,Barra da Tijuca,2,0,1,90,3000.0,1051.0,2575.0
16129,Apartamento,Catete,1,0,0,44,950.0,300.0,29.0
16131,Apartamento,Recreio dos Bandeirantes,3,2,2,125,2350.0,900.0,199.0
16134,Apartamento,Botafogo,2,1,1,60,2500.0,1100.0,160.0
16135,Apartamento,Ipanema,3,2,1,263,7500.0,3150.0,700.0
16136,Apartamento,Ipanema,3,1,1,112,7800.0,1500.0,0.0
16138,Apartamento,Vila Isabel,2,0,0,100,1500.0,420.0,20.0
16139,Apartamento,Madureira,3,2,0,121,1700.0,613.0,0.0
